id,cohort,freq,level,mag,phase
WT-2,WT (mixed C57BL/6:FVB),10.5,80,1.23775262635385,-34.080837813795576
WT-2,WT (mixed C57BL/6:FVB),11,10,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11,20,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11,30,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11,40,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11,50,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11,60,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11,70,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11,80,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11.5,10,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11.5,20,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11.5,30,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11.5,40,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11.5,50,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11.5,60,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11.5,70,NA,NA
WT-2,WT (mixed C57BL/6:FVB),11.5,80,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12,10,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12,20,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12,30,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12,40,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12,50,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12,60,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12,70,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12,80,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12.5,10,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12.5,20,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12.5,30,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12.5,40,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12.5,50,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12.5,60,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12.5,70,NA,NA
WT-2,WT (mixed C57BL/6:FVB),12.5,80,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13,10,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13,20,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13,30,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13,40,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13,50,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13,60,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13,70,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13,80,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13.5,10,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13.5,20,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13.5,30,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13.5,40,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13.5,50,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13.5,60,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13.5,70,NA,NA
WT-2,WT (mixed C57BL/6:FVB),13.5,80,NA,NA
WT-2,WT (mixed C57BL/6:FVB),14,10,NA,NA
WT-2,WT (mixed C57BL/6:FVB),14,20,NA,NA
WT-2,WT (mixed C57BL/6:FVB),14,30,NA,NA
WT-2,WT (mixed C57BL/6:FVB),14,40,NA,NA
WT-2,WT (mixed C57BL/6:FVB),14,50,NA,NA
WT-2,WT (mixed C57BL/6:FVB),14,60,NA,NA
WT-2,WT (mixed C57BL/6:FVB),14,70,0.89149867392863,-39.56919959788336
WT-2,WT (mixed C57BL/6:FVB),14,80,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2,50,1.29114859437092,0.9181314427638984
WT-3,WT (mixed C57BL/6:FVB),2,60,3.30241661878617,0.5362234346036904
WT-3,WT (mixed C57BL/6:FVB),2,70,8.09519041252613,0.4086528952407102
WT-3,WT (mixed C57BL/6:FVB),2,80,25.1003347762787,-0.11563402165445276
WT-3,WT (mixed C57BL/6:FVB),2.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2.5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2.5,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2.5,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),2.5,50,1.69150568800868,-0.5791398060745623
WT-3,WT (mixed C57BL/6:FVB),2.5,60,5.72653931916587,-0.24950992292022436
WT-3,WT (mixed C57BL/6:FVB),2.5,70,10.535065875975,-1.286915122124168
WT-3,WT (mixed C57BL/6:FVB),2.5,80,25.2645791323264,-0.8268903803058295
WT-3,WT (mixed C57BL/6:FVB),3,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),3,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),3,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),3,40,0.948497152801174,-1.93813806633008
WT-3,WT (mixed C57BL/6:FVB),3,50,2.97024954443805,-2.280894511543361
WT-3,WT (mixed C57BL/6:FVB),3,60,7.22631648198627,-1.6737866131932628
WT-3,WT (mixed C57BL/6:FVB),3,70,16.431196150631,-2.3965227603954826
WT-3,WT (mixed C57BL/6:FVB),3,80,60.7060448212556,-3.178035318845867
WT-3,WT (mixed C57BL/6:FVB),3.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),3.5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),3.5,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),3.5,40,1.55669353016293,-3.86096482839132
WT-3,WT (mixed C57BL/6:FVB),3.5,50,4.2610090154786,-3.968633455179011
WT-3,WT (mixed C57BL/6:FVB),3.5,60,9.16877603370834,-4.223290611106683
WT-3,WT (mixed C57BL/6:FVB),3.5,70,25.9703848959065,-4.504931095329633
WT-3,WT (mixed C57BL/6:FVB),3.5,80,94.8437721094339,-5.152273139086419
WT-3,WT (mixed C57BL/6:FVB),4,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),4,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),4,30,0.736954339297473,-6.114133229285603
WT-3,WT (mixed C57BL/6:FVB),4,40,2.16605590773431,-6.235248894330522
WT-3,WT (mixed C57BL/6:FVB),4,50,6.81629845089274,-6.0651008864667695
WT-3,WT (mixed C57BL/6:FVB),4,60,15.7203372210943,-6.26999171195922
WT-3,WT (mixed C57BL/6:FVB),4,70,38.3839111251901,-6.651128933570082
WT-3,WT (mixed C57BL/6:FVB),4,80,131.120507754477,-6.77987669987305
WT-3,WT (mixed C57BL/6:FVB),4.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),4.5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),4.5,30,0.939502380060555,-7.986437031437206
WT-3,WT (mixed C57BL/6:FVB),4.5,40,2.84173697053398,-7.623022541402042
WT-3,WT (mixed C57BL/6:FVB),4.5,50,8.49199461323277,-7.779155846966888
WT-3,WT (mixed C57BL/6:FVB),4.5,60,19.9158129020444,-8.167423067664679
WT-3,WT (mixed C57BL/6:FVB),4.5,70,57.4415255119923,-8.72453731645858
WT-3,WT (mixed C57BL/6:FVB),4.5,80,167.659942546203,-9.494199861153492
WT-3,WT (mixed C57BL/6:FVB),5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),5,30,1.21398419896016,-10.376508524562428
WT-3,WT (mixed C57BL/6:FVB),5,40,3.37542492222233,-10.479803523742596
WT-3,WT (mixed C57BL/6:FVB),5,50,9.58735343551907,-10.549218795715888
WT-3,WT (mixed C57BL/6:FVB),5,60,23.9666747601455,-10.823277400593826
WT-3,WT (mixed C57BL/6:FVB),5,70,67.7837637655145,-11.48276653005645
WT-3,WT (mixed C57BL/6:FVB),5,80,156.917453614499,-11.431837499386274
WT-3,WT (mixed C57BL/6:FVB),5.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),5.5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),5.5,30,1.75648802425754,-11.696178627722716
WT-3,WT (mixed C57BL/6:FVB),5.5,40,4.06177332367853,-12.52276512730122
WT-3,WT (mixed C57BL/6:FVB),5.5,50,11.0332958947114,-11.998920076732476
WT-3,WT (mixed C57BL/6:FVB),5.5,60,25.3409222520068,-12.997694174938884
WT-3,WT (mixed C57BL/6:FVB),5.5,70,61.0330197633515,-13.895119535947297
WT-3,WT (mixed C57BL/6:FVB),5.5,80,144.66395175584,-13.865553009830474
WT-3,WT (mixed C57BL/6:FVB),6,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),6,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),6,30,1.59914983695531,-13.775662007492423
WT-3,WT (mixed C57BL/6:FVB),6,40,4.92110123434888,-14.04592233749204
WT-3,WT (mixed C57BL/6:FVB),6,50,12.1689917428167,-14.116721357734656
WT-3,WT (mixed C57BL/6:FVB),6,60,26.4667018867709,-14.487252103988888
WT-3,WT (mixed C57BL/6:FVB),6,70,67.0738166892967,-15.34836632900388
WT-3,WT (mixed C57BL/6:FVB),6,80,137.040395424931,-16.160141489890034
WT-3,WT (mixed C57BL/6:FVB),6.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),6.5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),6.5,30,1.80672993000683,-16.105865072085052
WT-3,WT (mixed C57BL/6:FVB),6.5,40,5.02785817539417,-16.06347940288676
WT-3,WT (mixed C57BL/6:FVB),6.5,50,12.2992752390155,-16.41602303911019
WT-3,WT (mixed C57BL/6:FVB),6.5,60,25.3667559354435,-16.735480223368004
WT-3,WT (mixed C57BL/6:FVB),6.5,70,50.1772958917374,-17.697775279341194
WT-3,WT (mixed C57BL/6:FVB),6.5,80,97.3974979503542,-18.67585050894116
WT-3,WT (mixed C57BL/6:FVB),7,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),7,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),7,30,2.45042775633238,-17.46764682244441
WT-3,WT (mixed C57BL/6:FVB),7,40,6.11140957546015,-18.482331692135443
WT-3,WT (mixed C57BL/6:FVB),7,50,13.6535152458414,-18.58828865752459
WT-3,WT (mixed C57BL/6:FVB),7,60,25.7107341327266,-18.894285607585736
WT-3,WT (mixed C57BL/6:FVB),7,70,43.5295968471679,-19.76528073922679
WT-3,WT (mixed C57BL/6:FVB),7,80,74.6914540003403,-20.29889660533604
WT-3,WT (mixed C57BL/6:FVB),7.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),7.5,20,1.21312825911771,-19.475814263303548
WT-3,WT (mixed C57BL/6:FVB),7.5,30,3.24531073705825,-19.7651969653787
WT-3,WT (mixed C57BL/6:FVB),7.5,40,7.49491009483779,-19.933817296059573
WT-3,WT (mixed C57BL/6:FVB),7.5,50,15.0551598398822,-20.29223733184861
WT-3,WT (mixed C57BL/6:FVB),7.5,60,23.9348456284419,-20.42313761531025
WT-3,WT (mixed C57BL/6:FVB),7.5,70,41.9283153125507,-21.169453382122732
WT-3,WT (mixed C57BL/6:FVB),7.5,80,58.1872867049004,-22.678590951624532
WT-3,WT (mixed C57BL/6:FVB),8,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),8,20,1.67862942904924,-22.027281688847516
WT-3,WT (mixed C57BL/6:FVB),8,30,3.95748608231906,-22.015011619785945
WT-3,WT (mixed C57BL/6:FVB),8,40,8.67574180007177,-22.262779830604785
WT-3,WT (mixed C57BL/6:FVB),8,50,15.0673464094419,-22.425335961446645
WT-3,WT (mixed C57BL/6:FVB),8,60,22.8721698801821,-22.654359508567353
WT-3,WT (mixed C57BL/6:FVB),8,70,31.8244811719277,-23.3886853665958
WT-3,WT (mixed C57BL/6:FVB),8,80,37.5040913076689,-25.046198310616536
WT-3,WT (mixed C57BL/6:FVB),8.5,10,0.791987828066558,-25.328580282289092
WT-3,WT (mixed C57BL/6:FVB),8.5,20,1.9865139777639,-24.840780831390973
WT-3,WT (mixed C57BL/6:FVB),8.5,30,4.55949661861869,-24.182453220641182
WT-3,WT (mixed C57BL/6:FVB),8.5,40,7.69963029758522,-25.02375640611777
WT-3,WT (mixed C57BL/6:FVB),8.5,50,13.3852373815055,-24.967553080904615
WT-3,WT (mixed C57BL/6:FVB),8.5,60,19.5783513905974,-24.636753828709217
WT-3,WT (mixed C57BL/6:FVB),8.5,70,22.3069647874934,-25.54861510238423
WT-3,WT (mixed C57BL/6:FVB),8.5,80,25.8847097593967,-27.096781121428677
WT-3,WT (mixed C57BL/6:FVB),9,10,1.24655781638837,-27.068541214170803
WT-3,WT (mixed C57BL/6:FVB),9,20,2.79955171261649,-27.048931392773827
WT-3,WT (mixed C57BL/6:FVB),9,30,6.60225105614731,-26.93146742476745
WT-3,WT (mixed C57BL/6:FVB),9,40,9.47269877793235,-26.70203150584197
WT-3,WT (mixed C57BL/6:FVB),9,50,12.6680491978428,-26.534637846286625
WT-3,WT (mixed C57BL/6:FVB),9,60,15.4076356266676,-26.72781334548474
WT-3,WT (mixed C57BL/6:FVB),9,70,16.5626571262126,-27.438113018819905
WT-3,WT (mixed C57BL/6:FVB),9,80,17.6779437680708,-29.044714041622015
WT-3,WT (mixed C57BL/6:FVB),9.5,10,1.58400910694731,-30.86231917733568
WT-3,WT (mixed C57BL/6:FVB),9.5,20,3.34677376620602,-30.77477915401183
WT-3,WT (mixed C57BL/6:FVB),9.5,30,4.61905791352933,-30.400893102407103
WT-3,WT (mixed C57BL/6:FVB),9.5,40,6.05344856817814,-30.118697406695105
WT-3,WT (mixed C57BL/6:FVB),9.5,50,8.38784887252221,-29.75278243265971
WT-3,WT (mixed C57BL/6:FVB),9.5,60,10.3491102540217,-29.57660276794025
WT-3,WT (mixed C57BL/6:FVB),9.5,70,12.0601064037077,-30.251965564337105
WT-3,WT (mixed C57BL/6:FVB),9.5,80,12.6770676234152,-31.88798766540614
WT-3,WT (mixed C57BL/6:FVB),10,10,1.24534546423585,-35.179553872555566
WT-3,WT (mixed C57BL/6:FVB),10,20,2.43154334934056,-34.999217166120374
WT-3,WT (mixed C57BL/6:FVB),10,30,3.16887359998254,-34.538911840560345
WT-3,WT (mixed C57BL/6:FVB),10,40,3.60229068095441,-33.99361789887069
WT-3,WT (mixed C57BL/6:FVB),10,50,4.89854037734427,-33.339403865287515
WT-3,WT (mixed C57BL/6:FVB),10,60,5.78063225247119,-33.05325266779075
WT-3,WT (mixed C57BL/6:FVB),10,70,6.48495680756005,-33.59948681618682
WT-3,WT (mixed C57BL/6:FVB),10,80,6.85946927005913,-34.36360020228351
WT-3,WT (mixed C57BL/6:FVB),10.5,10,1.19489063245461,-40.24268338943764
WT-3,WT (mixed C57BL/6:FVB),10.5,20,1.17074665169702,-40.133617466589016
WT-3,WT (mixed C57BL/6:FVB),10.5,30,1.59616656437509,-39.58540721048437
WT-3,WT (mixed C57BL/6:FVB),10.5,40,1.42737445578271,-37.644659612744995
WT-3,WT (mixed C57BL/6:FVB),10.5,50,1.56288993622046,-36.63083787965006
WT-3,WT (mixed C57BL/6:FVB),10.5,60,2.33077502389824,-36.68076767229723
WT-3,WT (mixed C57BL/6:FVB),10.5,70,1.85374811369935,-36.249214483827664
WT-3,WT (mixed C57BL/6:FVB),10.5,80,1.72487982904819,-37.504053336018615
WT-3,WT (mixed C57BL/6:FVB),11,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11,20,0.923078785056965,-45.08040039189508
WT-3,WT (mixed C57BL/6:FVB),11,30,1.05783577042512,-44.61047992710104
WT-3,WT (mixed C57BL/6:FVB),11,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11,50,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11,60,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11,70,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11,80,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11.5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11.5,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11.5,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11.5,50,0.999635562207266,-39.88969118957835
WT-3,WT (mixed C57BL/6:FVB),11.5,60,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11.5,70,NA,NA
WT-3,WT (mixed C57BL/6:FVB),11.5,80,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12,50,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12,60,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12,70,0.913729993830644,-33.244759976238605
WT-3,WT (mixed C57BL/6:FVB),12,80,0.915915671930642,-36.123262360963494
WT-3,WT (mixed C57BL/6:FVB),12.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12.5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12.5,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12.5,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12.5,50,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12.5,60,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12.5,70,NA,NA
WT-3,WT (mixed C57BL/6:FVB),12.5,80,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13,50,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13,60,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13,70,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13,80,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13.5,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13.5,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13.5,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13.5,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13.5,50,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13.5,60,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13.5,70,NA,NA
WT-3,WT (mixed C57BL/6:FVB),13.5,80,NA,NA
WT-3,WT (mixed C57BL/6:FVB),14,10,NA,NA
WT-3,WT (mixed C57BL/6:FVB),14,20,NA,NA
WT-3,WT (mixed C57BL/6:FVB),14,30,NA,NA
WT-3,WT (mixed C57BL/6:FVB),14,40,NA,NA
WT-3,WT (mixed C57BL/6:FVB),14,50,NA,NA
WT-3,WT (mixed C57BL/6:FVB),14,60,NA,NA
WT-3,WT (mixed C57BL/6:FVB),14,70,NA,NA
WT-3,WT (mixed C57BL/6:FVB),14,80,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2,30,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2,40,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2,50,0.713021969674356,0.16676268265662847
WT-4,WT (mixed C57BL/6:FVB),2,60,1.67175931970352,0.6127867637751738
WT-4,WT (mixed C57BL/6:FVB),2,70,5.88809678691944,-0.20576050891934955
WT-4,WT (mixed C57BL/6:FVB),2,80,15.442542221537,-0.2994224648959566
WT-4,WT (mixed C57BL/6:FVB),2.5,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2.5,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2.5,30,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2.5,40,NA,NA
WT-4,WT (mixed C57BL/6:FVB),2.5,50,1.11934184034307,-1.1011481340836984
WT-4,WT (mixed C57BL/6:FVB),2.5,60,3.21084007857778,-1.476523935158725
WT-4,WT (mixed C57BL/6:FVB),2.5,70,8.63639256473965,-1.0386190649308231
WT-4,WT (mixed C57BL/6:FVB),2.5,80,19.1910475488535,-0.8460396806776425
WT-4,WT (mixed C57BL/6:FVB),3,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),3,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),3,30,NA,NA
WT-4,WT (mixed C57BL/6:FVB),3,40,NA,NA
WT-4,WT (mixed C57BL/6:FVB),3,50,1.78396396098121,-2.4449085847898187
WT-4,WT (mixed C57BL/6:FVB),3,60,5.80253104798199,-2.8133293780363338
WT-4,WT (mixed C57BL/6:FVB),3,70,12.1522317825371,-2.615002416795867
WT-4,WT (mixed C57BL/6:FVB),3,80,37.0074469501374,-3.0647566977422005
WT-4,WT (mixed C57BL/6:FVB),3.5,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),3.5,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),3.5,30,NA,NA
WT-4,WT (mixed C57BL/6:FVB),3.5,40,0.965792042249688,-4.776956926753901
WT-4,WT (mixed C57BL/6:FVB),3.5,50,2.82981882067032,-3.820567974374255
WT-4,WT (mixed C57BL/6:FVB),3.5,60,7.3992819349038,-4.374976759969733
WT-4,WT (mixed C57BL/6:FVB),3.5,70,18.5786189520813,-4.985132310542671
WT-4,WT (mixed C57BL/6:FVB),3.5,80,48.6095471768268,-5.232686075789744
WT-4,WT (mixed C57BL/6:FVB),4,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),4,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),4,30,NA,NA
WT-4,WT (mixed C57BL/6:FVB),4,40,1.80684634925308,-6.799144627017728
WT-4,WT (mixed C57BL/6:FVB),4,50,4.06367721460408,-6.424575957577526
WT-4,WT (mixed C57BL/6:FVB),4,60,9.03011499186126,-6.35456688459687
WT-4,WT (mixed C57BL/6:FVB),4,70,23.278975145648,-7.074060720239408
WT-4,WT (mixed C57BL/6:FVB),4,80,73.9929634347424,-7.5877044983476125
WT-4,WT (mixed C57BL/6:FVB),4.5,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),4.5,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),4.5,30,0.78552839665358,-8.521217250211746
WT-4,WT (mixed C57BL/6:FVB),4.5,40,2.34386084657882,-8.168608014543086
WT-4,WT (mixed C57BL/6:FVB),4.5,50,5.27621149800186,-8.361327455950114
WT-4,WT (mixed C57BL/6:FVB),4.5,60,12.9108851006578,-8.454371829982183
WT-4,WT (mixed C57BL/6:FVB),4.5,70,32.6449625252846,-8.761976669855237
WT-4,WT (mixed C57BL/6:FVB),4.5,80,99.9561652563572,-9.613677688174318
WT-4,WT (mixed C57BL/6:FVB),5,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),5,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),5,30,1.0504916209462,-11.0347325666724
WT-4,WT (mixed C57BL/6:FVB),5,40,2.51632298605643,-10.859990229661356
WT-4,WT (mixed C57BL/6:FVB),5,50,6.37941739957752,-10.847936438371493
WT-4,WT (mixed C57BL/6:FVB),5,60,14.2256178939049,-10.992147898384596
WT-4,WT (mixed C57BL/6:FVB),5,70,36.1105958730151,-11.271298805062845
WT-4,WT (mixed C57BL/6:FVB),5,80,106.809314636988,-12.276997956265149
WT-4,WT (mixed C57BL/6:FVB),5.5,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),5.5,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),5.5,30,0.986545032917754,-12.606869258772
WT-4,WT (mixed C57BL/6:FVB),5.5,40,3.33846210137936,-13.170985530411569
WT-4,WT (mixed C57BL/6:FVB),5.5,50,8.69603643805781,-13.277826793213215
WT-4,WT (mixed C57BL/6:FVB),5.5,60,17.5067857873533,-13.48848922721018
WT-4,WT (mixed C57BL/6:FVB),5.5,70,41.8266119741717,-13.818636494094797
WT-4,WT (mixed C57BL/6:FVB),5.5,80,112.164425819791,-14.857879437930478
WT-4,WT (mixed C57BL/6:FVB),6,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),6,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),6,30,1.14021598274393,-14.54863283896433
WT-4,WT (mixed C57BL/6:FVB),6,40,3.50438000730549,-14.43340587091852
WT-4,WT (mixed C57BL/6:FVB),6,50,9.10489974547432,-14.660267714147023
WT-4,WT (mixed C57BL/6:FVB),6,60,18.58278387581,-14.931255973791792
WT-4,WT (mixed C57BL/6:FVB),6,70,40.871307824036,-15.21546796900208
WT-4,WT (mixed C57BL/6:FVB),6,80,87.8452069692118,-16.48211036641222
WT-4,WT (mixed C57BL/6:FVB),6.5,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),6.5,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),6.5,30,1.61933970189502,-16.65809420415801
WT-4,WT (mixed C57BL/6:FVB),6.5,40,4.80706535967147,-16.87776275041415
WT-4,WT (mixed C57BL/6:FVB),6.5,50,10.7817736860867,-16.820812739981758
WT-4,WT (mixed C57BL/6:FVB),6.5,60,20.8713173868297,-17.245528443700717
WT-4,WT (mixed C57BL/6:FVB),6.5,70,40.4217360591601,-17.666538317380926
WT-4,WT (mixed C57BL/6:FVB),6.5,80,72.0284520762139,-18.85291099242818
WT-4,WT (mixed C57BL/6:FVB),7,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),7,20,NA,NA
WT-4,WT (mixed C57BL/6:FVB),7,30,2.76716496485205,-18.57879593746702
WT-4,WT (mixed C57BL/6:FVB),7,40,5.91607468332208,-18.817943082497248
WT-4,WT (mixed C57BL/6:FVB),7,50,11.8063756998389,-19.09793980515571
WT-4,WT (mixed C57BL/6:FVB),7,60,19.4267688912205,-19.25699511554157
WT-4,WT (mixed C57BL/6:FVB),7,70,32.1538947794638,-19.724539266155915
WT-4,WT (mixed C57BL/6:FVB),7,80,49.0506425861417,-21.02285861922034
WT-4,WT (mixed C57BL/6:FVB),7.5,10,NA,NA
WT-4,WT (mixed C57BL/6:FVB),7.5,20,1.57808390467567,-21.021509517109266
WT-4,WT (mixed C57BL/6:FVB),7.5,30,3.97503442146,-20.318376951500873
WT-4,WT (mixed C57BL/6:FVB),7.5,40,9.34072368105291,-20.478542252915556
WT-4,WT (mixed C57BL/6:FVB),7.5,50,13.1913286498018,-20.576851822746924
WT-4,WT (mixed C57BL/6:FVB),7.5,60,22.7083367598198,-20.581086932825222
WT-4,WT (mixed C57BL/6:FVB),7.5,70,32.6080335444395,-21.026255699817693
WT-4,WT (mixed C57BL/6:FVB),7.5,80,40.3205559552861,-22.44800913300684
WT-4,WT (mixed C57BL/6:FVB),8,10,1.42864822373104,-23.533092913878036
WT-4,WT (mixed C57BL/6:FVB),8,20,3.43829642916832,-23.184950606034093
WT-4,WT (mixed C57BL/6:FVB),8,30,8.58907086354542,-23.264691749682623
WT-4,WT (mixed C57BL/6:FVB),8,40,11.0815759188857,-23.28258765370652
WT-4,WT (mixed C57BL/6:FVB),8,50,19.1025271288151,-23.27568130565884
WT-4,WT (mixed C57BL/6:FVB),8,60,23.0672381252781,-23.265063396717903
WT-4,WT (mixed C57BL/6:FVB),8,70,28.1761173047713,-23.531943449749303
